"prints and 1 print by Don Walker, Detroit News Airphoto",1
sound tape reels:; 5 inches,1
oversize volume and folder,1
oversize sound discs,1
min. 15 sec,1
approx. 500 postcards,1
reels wound on 1 large reel,1
see na 9281-9282,1
broken plates,1
sixty-minute cassette tapes,1
transparencies by Balthazar Korab,1
images; mostly &,1
"folders, alphabetically by surname",1
sheet : sepia print on paper ; or smaller,1
"by Irving Underhill, Photographer and Inc",1
reel 4,1
Beta tapes,1
hour 13 minutes,1
olders,1
mm reels,1
"binder, missing volumes I and VI-VIII",1
blue-line and sepia prints,1
oversized framed items,1
linear feet 1 vol,1
audiotape,1
phonorecords,1
"architectural, structural and landscape drawings",1
coor slides,1
drawing of 2 elevations,1
Scrapbook Volumes,1
folders 1-2,1
",960 architectural drawings",1
photostats,1
tagboard folders,1
page,1
pencil drawings on vellum and sepia;blue-line prints,1
of 18 folders,1
",144 digital files",1
"cs, prints and meet action, posed",1
slide tray,1
Pages 662-837,1
images; mostly,1
linear feet of textual,1
Bentley Library Collection:12.5 linear feet,1
ca 100 b/w negatives,1
photo slide trays,1
GB of digital files,1
"binders, missing volumes II and III;VIII",1
mm negative strips,1
linear feet and 11 inches,1
less than 120 min,1
volume of published articles,1
by Alliance Commercial Photo Co,1
running time,1
Approximately 38.5 linear feet,1
folders 41-60,1
rolled set of blueprints,1
rolls of microfilm: 1449 theses,1
feet Michigan State Archives,1
folders 1-9,1
bookshelves,1
formerly 5 reels,1
cd case,1
",882 digital images",1
folders of 122 prints,1
inch videotape,1
microfilm reels : positive,1
cds. cs,1
prints and 4 ; prints,1
"prints by The Conrad Studio and Allentown, PA",1
(2 floppy disks,1
medium size only,1
bluelines and blacklines,1
tape: 31 min,1
vol. [outsize],1
with brown wraps,1
volumes and loose clippings,1
photo books,1
"binder, missing volumes II-VIII",1
folder [5 digital files],1
different images,1
folders 1 through 7,1
mounted renderings,1
"cs, digital cs and head shots, meet action",1
folder of photographs,1
phonograph disc,1
folders 8-10,1
phonograph disk,1
photographic material,1
MB [211 digital files],1
traycase,1
/4 inches,1
portrait book,1
"sound cassettes, transcription and related material",1
bound album contains 28 prints; no negatives,1
perspectives and architectural drawings,1
",372 drawings",1
"mm slides, printed script",1
"images, mostly & ;collage",1
"cd, partial cs",1
",438 files",1
ZIP files,1
artifacts,1
tape: 14 min,1
"cs, prints and head shots",1
catalogues,1
oversize bundles,1
folders alphabetically arranged,1
including 2 v. for 1874,1
pencil on heavy paper,1
negatives plus Ivory notes,1
"Pencil sketches on 2 blue-line prints, &",1
prints of drawings and renderings,1
slides with index,1
coor prints with 35mm negatives,1
glossy photo,1
"folders, includes an audiocassette",1
"map : ms., ; on sheet",1
folders also medium,1
folders of pages taken from photo albums,1
folder [120 digital files],1
"folders, includes negatives",1
folders 8-9,1
negs folders,1
"photographs, including other people",1
(3 copies,1
"architectural, mechanical and electrical;landscape drawings",1
portfolio file,1
phonograph record disc,1
pocket folder,1
folder of negatives,1
oversize videotapes,1
"binders, missing volumes II and VI-VIII",1
oversize boards,1
model,1
(291 pages,1
portfolios of index cards,1
folders 4-9,1
"cd, May be bad",1
"survey, architectural and mechanical;electrical drawings",1
cassette 101 minutes,1
"pdf, ind. and unidentified files of media guide",1
plaques,1
"drawings, &",1
sound tape reel:; 5 inches,1
record only,1
files on 3 CDs,1
columnar pads,1
Bound Volumes,1
folder of typescripts,1
map ms,1
folders 4-8,1
rolls unmounted slide film,1
"folders, includes extra prints",1
GB [94 digital files],1
Pages 303-661,1
small items,1
papers,1
"""superseded""",1
images on 1 CD,1
utility and architectural drawings,1
drawer of oversized material,1
with later additions tipped in,1
reel and 1/2 track stereo,1
"digital cs, negatives prints and head shots, meet action; posed",1
digital documents,1
reel to real tapes,1
Oversize volume,1
card boxes,1
feet) with DVD use copy and streaming file,1
Microfilm Edition: 14 reels,1
photographs folders,1
see na 9283,1
packets of negs,1
b/w prints,1
Mbytes of digital files,1
ink-on-vellum drawings with pantone overlays and blue-line prints with marker coloring,1
volumes of typescript,1
dvd,1
cd-rom,1
bound volumes folders,1
tubes of drawings,1
MB [15 digital files],1
videocassette,1
volume unbound,1
(2 items,1
oversized motion picture,1
bound manuscripts,1
prings,1
