ht identifier,rights,oclc numbers,source institution record number,title,enumeration/chronology,publication date 
mdp.39015024211016,pd,1948100,001627169,Structural analysis of Unistrut space-frame roofs.,v.1,1959
mdp.39015024211024,pd,1948100,001627169,Structural analysis of Unistrut space-frame roofs.,v.2,1959
mdp.39015004520519,und,3951086,001627538,"Modern approach to machining problems; an intensive course for practicing engineers and scientists [summer session, 1959.",,1959
mdp.39015006070943,pd,3951086,001627538,"Modern approach to machining problems; an intensive course for practicing engineers and scientists [summer session, 1959.",,1959
mdp.35112102875038,ic,17431306,001628753,"Final amended report of the Michigan procedure commission, prepared and submitted to the Supreme court of Michigan pursuant to Act no. 377, P. A. 1927, constituting a consolidation of the original report and the amendments subsequently submitted ...",,1929
uc1.b4912096,ic,180535,b167378740,Rural worker adjustment to urban life; an assessment of the research.,,1970
uc1.32106000909264,ic,114186,.b13331322,Discrimination in employment; an appraisal of the research [by] Dale L. Hiestand.,,1970
uc1.32106000853363,ic,11477,.b13830405,Antipoverty housekeeping; the administration of the Economic opportunity act [by] Roger H. Davidson and Sar A. Levitan.,,1968
mdp.39015050214876,ic,2750973,001663050,Manpower placement: service delivery for the hard-to-employ.,,1973
mdp.39015022201274,ic,200725,001664010,The Ming tribute grain system. Translated by Mark Elvin.,,1969
mdp.39015074901201,ic,200725,001664010,The Ming tribute grain system. Translated by Mark Elvin.,no.1 cop.2,1969
mdp.39015014634169,ic,624550,001664011,Transport in transition; the evolution of traditional shipping in China. Translations by Andrew Watson.,,1972
uc1.$b3349,ic,454009,GLAD17113071-B,The United States-Canadian automobile agreement; a study in industry adjustment [by] Henrik O. Helmers.,,1967
mdp.39015004281641,pd,3661746,001664031,Papyri from Tebtunis ...,pt.1,1944
mdp.39015004281633,ic,3661746,001664031,Papyri from Tebtunis ...,pt.2,1944
mdp.39015012096007,ic,8617,001664033,The phonological development of Polish. Translated by E. Schwartz. Foreword by Edward Stankiewicz.,,1968
mdp.39015073576954,ic,8617,001664033,The phonological development of Polish. Translated by E. Schwartz. Foreword by Edward Stankiewicz.,,1968
mdp.39015016927546,ic,2616541,001664034,"Muscovite judicial texts, 1488-1556; compiled, translated, and edited, with annotation and selected glossary by H. W. Dewey.",,1966
mdp.39015013875524,ic,2616541,001664034,"Muscovite judicial texts, 1488-1556; compiled, translated, and edited, with annotation and selected glossary by H. W. Dewey.",,1966
mdp.39015016905393,ic,2616541,001664034,"Muscovite judicial texts, 1488-1556; compiled, translated, and edited, with annotation and selected glossary by H. W. Dewey.",,1966
mdp.39015041900211,und,2130823,001664056,"Essays and studies in English and comparative literatrue,",,1932
mdp.39015004050251,und,171612,001664057,"Essays and studies in English and comparative literature,",,1935
uc1.b3496063,pd,1836888,GLAD67411675-B,Skein-winding reels; studies in word history and etymology.,,1957
mdp.39015012067594,pd,1836888,001664058,Skein-winding reels; studies in word history and etymology.,,1957
mdp.39015026957202,ic,579728,001664059,"The impact of Keynesian ideas on secondary-school economics textbooks of the United States, 1936-1970, by Herbert W. Voege.",,1972
mdp.39015051785452,ic,7310194,001664061,"The oldest version of the twelfth-century poem, La venjánce Nostre Seigneur,",,1952
mdp.39015067309024,ic,7310194,001664061,"The oldest version of the twelfth-century poem, La venjánce Nostre Seigneur,",,1952
mdp.39015072182408,pd,610721,001664071,"Regionalization and rural health care, an experiment in three communities",,1962
mdp.39015057151766,ic,1217129,001664073,Japanese political science : a guide to Japanese reference and research materials / by Robert E. Ward and Hajime Watanabe.,,1961
mdp.39015057151725,ic,582233,001664074,"Japanese religion and philosophy : a guide to Japanese reference and research materials / Donald Holzman, with Motoyama Yukihiko and others.",,1959
mdp.39015057151717,pd,577505,001664075,Japanese literature of the Shōwa period : a guide to Japanese reference and research materials / Joseph K. Yamagiwa.,,1959
mdp.39015057151709,und,577491,001664076,Japanese language studies in the Shōwa period : a guide to Japanese reference and research materials / edited by Joseph K. Yamagiwa.,,1961
mdp.39015011294009,pd,2109086,001664077,"Michigan's first bookstore; a study of the books sold in the Detroit Book Store, 1817-1828.",,1957
mdp.39015036919234,pd,2109086,001664077,"Michigan's first bookstore; a study of the books sold in the Detroit Book Store, 1817-1828.",,1957
mdp.39015036919317,pd,2850325,001664078,"The American book in Mexico; a bibliography of books by authors of the United States of America,",,1957
mdp.39015036919440,pd,2850325,001664078,"The American book in Mexico; a bibliography of books by authors of the United States of America,",,1957
umn.31951d00479271h,ic,7320848,003484434,"Michigan council-manager charters, by Dale F. Bock and Harry R. Smith.",,1959
pst.000010559376,ic,5092539,a984687,Administrative leadership in government : selected papers / Edited by Don L. Bowen and Robert H. Pealy.,,1959
mdp.39076006995786,pd,7320939,001664090,Voting machines and the 1958 defeat of constitutional revision in Michigan.,,1960
mdp.39076005970087,pd,2575266,001664091,The 1958 constitutional revision campaign in Michigan.,,1960
mdp.39076005970103,und,5131269,001664092,"Selected papers,",,1960
mdp.39076005970178,pd,2712760,001664093,A Governor's residence in Michigan?,,1961
mdp.39015008308382,pd,633716,001664097,"Michigan, pioneer in education.",,1955
mdp.39015027566812,pd,630483,001664098,"Andrew Dickson White, teacher of history.",,1958
mdp.39015025102735,pd,831345,001664099,Michigan men in the Civil War. A descriptive bibliography of their letters and diaries.,,1959
mdp.39015012869213,pd,831345,001664099,Michigan men in the Civil War. A descriptive bibliography of their letters and diaries.,suppl.2,1959
mdp.39076005598227,pd,635452,001664100,"Chase Salmon Osborn, 1860-1949.",,1960
mdp.39015027566820,pd,993682,001664101,The Michigan Historical Collections: the Vander Velde years: twenty-five years of leadership.,,1961
mdp.39015009207310,ic,630640,001664102,"Michigan's Polar Bears; : the American expedition to north Russia, 1918-1919.",,1965
mdp.39015010220930,ic-world,61938,001664103,"John Monteith, first president of the University of Michigan [by] Roscoe O. Bonisteel.",,1967
uc1.32106006218231,pd,627487,.b13712287,The culture and acculturation of the Delaware Indians.,,1956
mdp.39015014618873,pd,627487,001664104,The culture and acculturation of the Delaware Indians.,No.10,1956
mdp.39015075730211,pd,627584,001664105,"Archaelogical investigations on Agattu, Aleutian Islands.",,1962
inu.30000048958650,ic,6955546,4800606,The Steuben village and mounds : a multicomponent late Hopewell site in Illinois / by Dan F. Morse.,no.21,1963
uc1.32106006361825,pd,629652,.b16093550,"Old Birch Island Cemetery and the early historic trade route, Georgian Bay, Ontario.",,1951
mdp.39015019170599,pd,629652,001664110,"Old Birch Island Cemetery and the early historic trade route, Georgian Bay, Ontario.",no.11,1951
mdp.39015040101829,und,1892724,001664113,The snakes of the subfamily Dipsadinae.,,1960
mdp.39015073134069,ic,930180,001682551,Cold and wind hazard perception by orange and tomato growers in central and south Florida.,,1973
mdp.39015070592111,pd,9562050,001682590,"Methods for the improvement of Michigan trout streams,.",,1932
uc1.b3376817,ic,7387883,.b147349217,Capital markets of the European economic community: problems of integration.,,1965
umn.31951001579206z,ic,1489666,000141818,Educating Asian students for business careers,,1966
mdp.39015010704131,pd,3368539,001682603,Papyri in the University of Michigan Collection : miscellaneous papyri.,,1935
mdp.39015004281690,pd,3368539,001682603,Papyri in the University of Michigan Collection : miscellaneous papyri.,,1935
mdp.39015010704149,ic,4507384,001682604,Tax rolls from Karanis,v.4 pt.1,1936
mdp.39015010704156,ic,4507384,001682604,Tax rolls from Karanis,v.4 pt.2 text + index.,1936
mdp.39015010704321,ic,4507384,001682604,Tax rolls from Karanis,v.43,1936
mdp.39015004281617,ic,4507384,001682604,Tax rolls from Karanis,v.43,1936
mdp.39015004281625,ic,4507384,001682604,Tax rolls from Karanis,v.42,1936
mdp.39015069181199,und,4507384,001682604,Tax rolls from Karanis,pt.1,1936
mdp.39015010704180,ic,4518436,"001682605,004158511",Papyri and ostraca from Karanis.,v.1 [In v.6 of Michigan papyri],1951
mdp.39015010704339,ic,4518436,"001682605,004158511",Papyri and ostraca from Karanis.,v.2 [In v.8 of Michigan papyri],1951
mdp.39015010703695,und,4518436,"001682605,004158511",Papyri and ostraca from Karanis.,v.2 [In v.50 of University of Michigan studies. Humanistic series],1951
mdp.39015071418845,ic,4518436,"001682605,004158511",Papyri and ostraca from Karanis.,47,1951
mdp.39015037062422,pd,2319288,001682665,A comparison of data on freshmen entering the University of Michigan in the fall of 1927 ...,,1930
mdp.39015010727678,pd,2991599,001682666,Functions of the faculty: the work load; a historical survey,,1932
mdp.39076006013184,ic,309016,001682677,"The formulation of British colonial education policy, 1923-1948.",,1971
mdp.39015031964615,ic,880978,001682685,"Choralis Constantinus. Transcribed from the Formschneider first edition (Nürnberg, 1555) by Louise Cuyler.",,1950
mdp.39015048850450,ic,2275909,001682689,"Toward the understanding of Shelley, by Bennett Weaver.",,1932
uc1.b3548525,ic,2275909,GLAD17240697-B,"Toward the understanding of Shelley, by Bennett Weaver.",,1932
mdp.39015048474319,und,2275943,"001682690,004159798","Essays and studies in English and comparative literature,",v.10,1933
mdp.39015071419165,und,2275943,"001682690,004159798","Essays and studies in English and comparative literature,",,1933
mdp.39015018635147,ic,2276116,001682692,Thomas De Quincey's theory of literature.,,1943
uc1.b4107355,ic,2276116,GLAD84011813-B,Thomas De Quincey's theory of literature.,,1943
nyp.33433074796966,pdus,2276116,.b131236945,Thomas De Quincey's theory of literature.,,1943
mdp.39015011375618,ic,2276520,001682695,Vocabularium saxonicum / edited by Albert H. Marckwardt.,,1952
uc1.b3547028,ic,2276520,GLAD117772956-B,Vocabularium saxonicum / edited by Albert H. Marckwardt.,,1952
mdp.39015069875576,pd,2711554,001682698,Ratification of the twenty-first amendment to the Constitution of the United States; state convention records and laws.,,1938
uc1.$b394443,pd,2711554,.b124313802,Ratification of the twenty-first amendment to the Constitution of the United States; state convention records and laws.,,1938
mdp.39015064405460,ic,846342,001682699,"Rings with minimum condition / by Emil Artin, Cecil J. Nesbitt [and] Robert M. Thrall.",,1946
uc1.31822007459746,und,5954591,.b17629469,Reports of the Greenland Expeditions of the University of Michigan ..,,1941
mdp.39015007471900,ic,5954591,001682702,Reports of the Greenland Expeditions of the University of Michigan ..,v.5,1941
mdp.39015007471587,ic,5954591,001682702,Reports of the Greenland Expeditions of the University of Michigan ..,v.6,1941
mdp.39015071419041,ic,4736127,004158539,"A revision of Melanconis, Pseudovalsa, Prosthecium, and Titania.",,1941
umn.319510003152421,ic,4736127,001414968,"A revision of Melanconis, Pseudovalsa, Prosthecium, and Titania.",,1941
mdp.39015071418993,ic,2362877,004158528,The genus Achlya: morphology and taxonomy.,,1956
umn.31951000315185n,ic,2362877,000216801,The genus Achlya: morphology and taxonomy.,,1956
mdp.39015029395467,ic,16669579,001682711,"La vie de sainte-Marie l'Égyptienne, edited by Bernadine A. Bujila.",,1949
mdp.39015067309081,ic,16669579,001682711,"La vie de sainte-Marie l'Égyptienne, edited by Bernadine A. Bujila.",,1949
mdp.39015068923955,ic,4331976,001682712,"Sir Richard Blackmore and the wits : a study of commendatory verses on the author of the two Arthurs and the Satyr against wit, 1700 / Richard C. Boys.",,1949
mdp.39015067309073,ic,4331976,001682712,"Sir Richard Blackmore and the wits : a study of commendatory verses on the author of the two Arthurs and the Satyr against wit, 1700 / Richard C. Boys.",,1949
mdp.39015068923948,pd,3878701,001682713,The Peiresc papers.,,1950
mdp.39015067309065,pd,3878701,001682713,The Peiresc papers.,,1950
mdp.39015068923930,pd,4012920,001682714,"The contributions of John Wilkes to the Gazette littéraire de l'Europe,",,1950
mdp.39015067309057,pd,4012920,001682714,"The contributions of John Wilkes to the Gazette littéraire de l'Europe,",,1950
mdp.39015028788845,ic,4410945,001682715,The romantic compromise in the novels of Winston Churchill.,,1951
mdp.39015067309032,ic,4410945,001682715,The romantic compromise in the novels of Winston Churchill.,,1951
mdp.39015024870423,ic,568307,001682716,On A mask presented at Ludlow-Castle.,,1954
mdp.39015067309016,ic,568307,001682716,On A mask presented at Ludlow-Castle.,,1954
mdp.39015042007149,ic,568307,001682716,On A mask presented at Ludlow-Castle.,,1954
mdp.39015003633578,pd,4140051,001682717,"The complaint against hope,",,1957
mdp.39015067309008,pd,4140051,001682717,"The complaint against hope,",,1957
mdp.39015028735887,ic,3092055,001682718,Les empereors de Rome; édité par Galia Millard.,,1957
