num_of_items,oclc identifier,source institution identifier,source,title,imprint,copyright statuses of publications in series,publication date range,enumerations,earliest publication,latest publication,all publication dates
1,33209642,.b18932095,uc1,Crisis and conversion in Apuleius' Metamorphoses / Nancy Shumate,"University of Michigan Press, c1996",ic and ic-world,,,1996,1996,
1,23637063,002052265,mdp,Frasa drop measurement in studies of the European spruce #.,"University of Michigan Press, 1919.",pd,,,1919,1919,
1,40186288,004738117,miua,"The October 1967, current determinations at the Five Mile and Au Train plant sites : final report to Oxford Paper Company, New York, N.Y. / Robert F. Anderson, John C. Ayers.","Great Lakes Research Division, University of Michigan, [1967].",ic,,,1967,1967,
1,86105324,005109100,mdp,A student's guide to the physical universe / Donald E. DeGraaf.,"University of Michigan Flint College, 1969.",und,,,1969,1969,
1,28178662,002631244,mdp,Ritual and resistance : subversion as a social fact / Nicholas B. Dirks.,"University of Michigan, [1988]",ic,,,1988,1988,
1,3826091,001967884,mdp,"Impressions of Lenin. Translated by Isotta Cesari, foreword by Bertram D. Wolfe.",University of Michigan Press [1968],ic,,,1968,1968,
1,12498794,000864773,mdp,The Newly promoted executive.,"Division of Research, Graduate School of Business Administration, University of Michigan,",ic,,,1986,1986,
1,79000262,006837949,mdp,Strategies for college success : a study skills guide / Diana Renn.,"University of Michigan Press, c2005.",ic,,,2005,2005,
1,1282625,GLAD50919624-B,uc1,A common lawyer looks at the civil law / by F.H. Lawson ; with a foreword by Hessel E. Yntema.,"University of Michigan Law School, 1953 [i.e. 1955]",und,,,1955,1955,
1,38130773,003292939,mdp,"High wired : on the design, use, and theory of educational MOOs / Cynthia Haynes and Jan Rune Holmevik, editors ; foreword by Sherry Turkle.","University of Michigan Press, c1998.",ic,,,1998,1998,
1,22662829,003323416,mdp,"Okagami, the Great mirror : Fujiwara Michinaga (966-1027) and his times / a study and translation by Helen Craig McCullough.","Center for Japanese Studies, University of Michigan, 1991, c1980.",ic,,,1991,1991,
1,316950820,a384586,pst,"Strengthening the ties that bind : integrating undergraduate liberal and professional study / Joan S. Stark and Malcolm a. Lowther, directors.","University of Michigan, 1988.",ic,,,1988,1988,
1,17873883,000946292,mdp,Polar bears / by Ian Stirling ; photographs by Dan Guravich.,"University of Michigan Press, c1988.",ic,,,1988,1988,
1,51304096,.b4522125x,uc1,Economic interdependence and international conflict : new perspectives on an enduring debate / edited by Edward D. Mansfield and Brian M. Pollins,"University of Michigan Press, c2003",ic and ic-world,,,2003,2003,
1,138721,004514666,mdp,The occupations of migrants in Ghana.,"University of Michigan, 1970.",ic,,,1970,1970,
1,35051653,003131812,mdp,Watercolors of Italy / Mignonette Yin Cheng.,"University of Michigan Press, 1996.",ic,,,1996,1996,
1,43083177,004133421,mdp,Embodying technesis : technology beyond writing / Mark Hansen.,"University of Michigan Press, c2000.",ic-world,,,2000,2000,
1,1448122,003088275,mdp,"Elements of outdoor recreation planning; [proceedings of a national short course held in Ann Arbor, Michigan, May 6-16, 1968] Edited by B. L. Driver.","University of Michigan Press [1974, c1970]",ic,,,1974,1974,
1,29909860,003019093,mdp,A Reader's guide to James Merrill's The changing light at Sandover / [compiled by] Robert Polito.,"University of Michigan Press, c1994.",ic,,,1994,1994,
1,111339,000340633,mdp,"Directory of Black businesses in Michigan [by] Donald N. M. Horning and Esau Jackson, assisted by Dolores Burchell, Kathleen McKevitt [and] Mary McKennery.","Bureau of Business Research, University of Michigan [1970]",und,,,1970,1970,
1,8222871,000765193,mdp,Police practices and the law : essays from the Michigan law review / with an introduction by Francis A. Allen.,"University of Michigan Press, c1982.",ic,,,1982,1982,
1,39760241,003294188,mdp,Directory of community councils in Michigan.,"Community and Adult Education Dept., University of Michigan, 1965.",ic,,,1965,1965,
1,5651303,685090,coo,"Development techniques and organizatinal change : an overview of results from the Michigan inter-company longitudinal study : technical report / David G. Bowers, principal investigator.","Institute for Social Research, University of Michigan, 1971.",pd,,,1971,1971,
1,58595209,005080648,mdp,A Petoskey watercolor journal / Catherine Carey.,"University of Michigan Press, c2005.",ic,,,2005,2005,
1,23309706,002029045,mdp,[Papers],"University of Michigan, Willow Run Laboratories, 1959-",und,,1,,,
1,23309259,001889487,mdp,"Adrian-Tecumesch industrial base; growth dynamics, phase 3.","Graduate Planning Program, Dept. of Architecture, University of Michigan, 1967.",ic,,,1967,1967,
1,277041246,009931451,mdp,Two colleagues in conversation : a joint memoir / Sidney Bolkosky & Ronald R. Stockton.,"Mardigian Library, University of Michigan-Dearborn, c2008.",ic,,,2008,2008,
1,7320848,003484434,umn,"Michigan council-manager charters, by Dale F. Bock and Harry R. Smith.","Institute of Public Administration, University of Michigan, 1959.",ic,,,1959,1959,
1,35114943,003115804,mdp,Anchors against change : American opinion leaders' beliefs after the Cold War / Shoon Kathleen Murray.,"University of Michigan Press, c1996.",ic,,,1996,1996,
1,43324291,004948182,mdp,The Indians of Hungry Hollow / Bill Dunlop and Marcia Fountain-Blacklidge.,"University of Michigan Press, c2004.",ic,,,2004,2004,
1,13332182,000589477,mdp,Disputable decisions in special education / William M. Cruickshank.,"University of Michigan Press, c1986.",ic,,,1986,1986,
1,1492237,001182990,mdp,Writing for business / [by] Mary C. Bromage.,"University of Michigan Press, [1965]",ic,,,1965,1965,
1,13768448,732659,uc1,World auto demand / by George Bittlingmayer.,"University of Michigan, [1983]",ic,,,1983,1983,
1,11507301,002589402,mdp,"The optimal timing of an exhaustible, reversible wilderness development project / Richard C. Porter.","Institute of Public Policy Studies, the University of Michigan, [1982].",ic,,,1982,1982,
1,57002301,004971157,mdp,Out of evil : new international politics and old doctrines of war / Stephen Chan.,"University of Michigan Press, c2005.",ic,,,2005,2005,
1,10723160,000287183,mdp,Life in the balance : procedural safeguards in capital cases / Welsh S. White ; foreword by Hugo Adam Bedau.,"University of Michigan Press, c1984.",ic,,,1984,1984,
1,66896977,000852890,mdp,Investigation in general chemistry / edited by Alics S. Cohen.,"Dept. of Chemistry, The University of Michigan, 1978.",ic,,,1978,1978,
1,8617,001664033,mdp,The phonological development of Polish. Translated by E. Schwartz. Foreword by Edward Stankiewicz.,"[University of Michigan, Dept. of Slavic Languages and Literatures] 1968.",ic,,,1968,1968,
1,47931487,004582837,mdp,Detroit : a guide to the resources in the Bentley Historical Library / compiled by Thomas E. Powers and Leonard A. Coombs.,"Bentley Historical Library, University of Michigan, 2001.",ic,,,2001,2001,
1,3093790,000254412,mdp,The rise and fall of states according to Greek authors / Jacqueline de Romilly.,"University of Michigan Press, c1977.",ic,,,1977,1977,
1,23337897,002006713,mdp,"Application of minimum structure to cellular plastics. Final draft for presentation at the Conference on Plastics in Building Structures, London, 14 to 16 June, 1965.","Architectural Research Laboratory, University of Michigan, 1965]",ic,,,1965,1965,
1,2892755,b16838789x,uc1,"The mammals of Michigan,","The University of Michigan press, 1946.",ic and ic-world,,,1946,1946,
2,1757321,000534596,mdp,Bibliographical series / Center for Japanese Studies.,"University of Michigan Press, 1950-",ic,1954-1970,,1954,1970,
1,48816827,.b34983478,uc1,"The economic effects of an East Asian Trading Bloc / Drusilla K. Brown, Alan V. Deardorff, Robert M. Stern","Research Forum on International Economics, School of Public Policy, University of Michigan, [1995]",ic,,,1995,1995,
27,1757325,000045490,mdp,Contributions from the University of Michigan Herbarium.,"University Herbarium, University of Michigan",ic and und,1942-2007,"1, 6, 9-11, and 13-25",1942,2007,
1,3208206,000295172,mdp,The well-being report : a look at supportive services for the elderly ... / Jane Lockwood Barney.,"Institute of Gerontology, University of Michigan-Wayne State University, 1975.",ic,,,1975,1975,
1,2365615,6360480,uiug,"Departmental merchandising results in small department stores, 1961-62 / Edgar H. Gault.","Bureau of Business Research, Graduate School of Business Administration, University of Michigan, c1964.",ic,,,1964,1964,
1,76796723,000075868,mdp,School of Library Science announcement.,"The University of Michigan, 1969-1981.",ic,,,1983,1983,
1,15866648,000911808,mdp,The University of Michigan Department of Ophthalmology : a proud heritage / by John W. Henderson.,"Department of Ophthalmology, University of Michigan Medical School. c1986.",ic,,,1986,1986,
1,34282796,.b19274300,uc1,The scissors of meter : grammetrics and reading / Donald Wesling,"University of Michigan Press, c1996",ic,,,1996,1996,
1,28278704,002638960,mdp,Constraints on professional power in Soviet-type society : insights from the Solidarity period in Poland / Michael D. Kennedy and Konrad Sadkowski.,"University of Michigan, [1988]",ic,,,1988,1988,
1,33088979,003013628,mdp,The house trailer that became a manufactured home / by Kate P. Warner.,"University of Michigan, College of Architecture and Urban Planning, [1991]",ic,,,1991,1991,
1,47965203,004230372,mdp,Economics as a social science : an approach to nonautistic theory / Andrew M. Kamarck.,"University of Michigan Press, c2002.",ic-world,,,2002,2002,
1,183392283,005688370,mdp,Early state formation in central Madagascar : an archaeological survey of western Avaradrano / edited by Henry T. Wright ; with contributions by Ian Bailiff ... [et al.].,"Museum of Anthropology, University of Michigan, 2007.",ic,,,2007,2007,
1,2276520,001682695,mdp,Vocabularium saxonicum / edited by Albert H. Marckwardt.,"University of Michigan Press, 1952.",ic,,,1952,1952,
1,56198778,006806138,mdp,Looking at the Renaissance : essays toward a contextual appreciation / Charles R. Mack.,"University of Michigan Press, c2005.",ic-world,,,2005,2005,
1,"215205046,665336",GLAD50486841-B,uc1,"The Prevention of highway injury; proceedings. Edited by Melvin L. Selzer, Paul W. Gikas [and] Donald F. Huelke.","Highway Safety Research Institute, University of Michigan, 1967.",ic,,,1967,1967,
1,30110976,010424202,mdp,GATT rules for emergency protection / by David Robertson.,"Harvester Wheatsheaf for the Trade Policy Research Centre, London ; Distributed in North America by University of Michigan Press, 1992.",ic,,,1992,1992,
1,38116999,003200579,mdp,"Heber Curtis and the Michigan telescope. Address at the dedication of the Heber Doust Curtis memorial telescope, University of Michigan, June 24, 1950 [by] Joel Stebbins ...","University of Michigan Press, 1951.",und,,,1951,1951,
1,38113238,003301415,mdp,Quare Joyce / edited by Joseph Valente.,"University of Michigan, c1998.",ic,,,1998,1998,
1,7718034,009914250,mdp,"Teacher, I don't feel well : meeting children's health needs / edited by Lynn Collins Clarke, Marcia Von Fossen.","City/University EPSDT Day Care Project : [available through the University of Michigan, School of Education, c1980]",ic,,,1980,1980,
1,23314304,001348283,mdp,The provision of collective goods as a function of group size.,"Institute of Public Policy Studies, University of Michigan] 1972.",ic,,,1972,1972,
1,5421293,1767145,inu,"An investigation of the lack of mixed farming in the West African Savannah : a farming systems approach for Tenkodogo, Upper Volta / by Christopher L. Delgado.","Center for Research on Economic Development, University of Michigan, 1978.",ic,,,1978,1978,
1,49799356,004322858,mdp,From liberty to democracy : the transformation of American government / Randall G. Holcombe.,"The University of Michigan Press, c2002.",ic-world,,,2002,2002,
1,734499,.b16999496,uc1,"Health insurance effects; services, expenditures, and attitudes under three types of plan by Milton I. Roemer [and others]","School of Public Health, University of Michigan, 1972",ic,,,1972,1972,
1,2589099,003530532,mdp,State politics and higher education : a book of readings / edited by Leonard E. Goodall.,"[University of Michigan?] ; order from LMG Associates, 1976.",ic,,,1976,1976,
1,56913494,005023637,mdp,Greetings from Cutler County : a novella & stories / Travis Mulhauser.,"University of Michigan Press, c2005.",ic,,,2005,2005,
1,3706544,000033585,mdp,"Control mechanisms in craniofacial growth : proceedings of a sponsored symposium honoring Professor Robert E. Moyers held April 26th and 27th, 1974 in Ann Arbor, Michigan. / edited by James A. McNamara, Jr.","University of Michigan, Center for Human Growth and Development, 1975.",ic,,,1975,1975,
1,50766054,003787649,mdp,"Quiz booklet to accompany Understanding language structure, interaction, and variation / Steven Brown and Salvatore Attardo.","University of Michigan Press, c2000.",ic,,,2000,2000,
1,37928571,.b20097748,uc1,Appropriation and representation : Feng Menglong and the Chinese vernacular story / Shuhui Yang,"Center for Chinese Studies, University of Michigan, c1998",ic,,,1998,1998,
1,21329984,002228441,mdp,Democracy and totalitarianism : a theory of political systems / Raymond Aron ; edited and with an introduction by Roy Pierce.,"University of Michigan Press, 1990.",ic,,,1990,1990,
1,255880951,005842042,mdp,"The Michigan roadmap redux : a call for leadership / The Millennium Project, The University of Michigan.","Millennium Project, University of Michigan, 2008.",ic-world,,,2008,2008,
1,29222364,002863701,mdp,"Encounters in modern Hebrew, level 2 / Edna Amir Coffin = [ʻIvrit--mifgashim, shalav 2 / ʻEdnah ʻAmir Ḳofin].","University of Michigan Press, c1993.",ic,,,1993,1993,
1,10207909,000563527,mdp,A field guide to southern mushrooms / Nancy Smith Weber and Alexander H. Smith ; photographs by Dan Guravich.,"University of Michigan Press, c1985.",ic,,,1985,1985,
1,1617272,001109680,mdp,The structure of the metropolitan community; a study of dominance and subdominance.,"Horace H. Rackham School of Graduate Studies, University of Michigan, 1949.",ic,,,1949,1949,
1,32718634,6348978,wu,Results of achievement tests given in the elementary and high schools of Michigan. 1923-1924.,"School of education, University of Michigan 1924.",pd,,,1924,1924,
1,50693122,004323658,mdp,"Worldly provincialism : German anthropology in the age of empire / H. Glenn Penny and Matti Bunzl, Editors.","University of Michigan Press, c2003.",ic-world,,,2003,2003,
1,9126932,000266379,mdp,"The effect of surgical intervention on craniofacial growth / editors, James A. McNamara, Jr., David S. Carlson, Katherine A. Ribbens.","Center for Human Growth and Development, University of Michigan, 1982.",ic,,,1982,1982,
1,23308625,001889264,mdp,"Proceedings, June 21-24, 1953. Sponsored by Area Development Committee, Edison Electric Institute.","School of Business Administration, University of Michigan [1953]",und,,,1953,1953,
